name,source,url,category,abv,price,quantity,single_vol,total_vol,ml_per_dollar,alcohol_vol,alc_per_dollar
Beaus Lug Tread,The Beer Store,http://www.thebeerstore.ca/beers/beaus-lug-tread-lagered-ale,Ale,5.2,16.65,4,600,2400,144.14,124,7.5
Beaus Lug Tread,The Beer Store,http://www.thebeerstore.ca/beers/beaus-lug-tread-lagered-ale,Ale,5.2,31.25,8,600,4800,153.6,249,7.99
Beaus Lug Tread,The Beer Store,http://www.thebeerstore.ca/beers/beaus-lug-tread-lagered-ale,Ale,5.2,59.95,16,600,9600,160.13,499,8.33
Beaus Patersbier,The Beer Store,http://www.thebeerstore.ca/beers/farm-table-patersbier,Ale,4.7,4.75,1,600,600,126.32,28,5.94
Beaus Patersbier,The Beer Store,http://www.thebeerstore.ca/beers/farm-table-patersbier,Ale,4.7,19.0,4,600,2400,126.32,112,5.94
Beaus Patersbier,The Beer Store,http://www.thebeerstore.ca/beers/farm-table-patersbier,Ale,4.7,57.0,12,600,7200,126.32,338,5.94
Beer Devil IPA ,The Beer Store,http://www.thebeerstore.ca/beers/beer-devil-ipa,Ale,6.5,3.0,1,473,473,157.67,30,10.25
Beer Devil IPA ,The Beer Store,http://www.thebeerstore.ca/beers/beer-devil-ipa,Ale,6.5,17.5,6,473,2838,162.17,184,10.54
Beer Devil IPA ,The Beer Store,http://www.thebeerstore.ca/beers/beer-devil-ipa,Ale,6.5,32.95,12,473,5676,172.26,368,11.2
Beer Devil IPA ,The Beer Store,http://www.thebeerstore.ca/beers/beer-devil-ipa,Ale,6.5,59.95,24,473,11352,189.36,737,12.31
Beerded Lady,The Beer Store,http://www.thebeerstore.ca/beers/wallaceburg-ale,Ale,4.1,14.5,6,341,2046,141.1,83,5.79
Belgian Moon,The Beer Store,http://www.thebeerstore.ca/beers/belgian-moon-belgian-white,Ale,5.4,2.75,1,473,473,172.0,25,9.29
Belgian Moon,The Beer Store,http://www.thebeerstore.ca/beers/belgian-moon-belgian-white,Ale,5.4,15.5,6,473,2838,183.1,153,9.89
Belgian Moon,The Beer Store,http://www.thebeerstore.ca/beers/belgian-moon-belgian-white,Ale,5.4,26.95,12,355,4260,158.07,230,8.54
Belgian Moon,The Beer Store,http://www.thebeerstore.ca/beers/belgian-moon-belgian-white,Ale,5.4,29.95,12,473,5676,189.52,306,10.23
Belgian Moon,The Beer Store,http://www.thebeerstore.ca/beers/belgian-moon-belgian-white,Ale,5.4,48.95,24,355,8520,174.06,460,9.4
Belgian Moon,The Beer Store,http://www.thebeerstore.ca/beers/belgian-moon-belgian-white,Ale,5.4,58.95,24,473,11352,192.57,613,10.4
Belgian Moon,The Beer Store,http://www.thebeerstore.ca/beers/belgian-moon-belgian-white,Ale,5.4,24.95,12,341,4092,164.01,220,8.86
Belgian Moon,The Beer Store,http://www.thebeerstore.ca/beers/belgian-moon-belgian-white,Ale,5.4,45.95,24,341,8184,178.11,441,9.62
Belgian Moon,The Beer Store,http://www.thebeerstore.ca/beers/belgian-moon-belgian-white,Ale,5.4,282.95,1,58600,58600,207.1,3164,11.18
Bell City Eureka Cream,The Beer Store,http://www.thebeerstore.ca/beers/bell-city-eureka-cream,Ale,5.8,2.95,1,473,473,160.34,27,9.3
Bell City Eureka Cream,The Beer Store,http://www.thebeerstore.ca/beers/bell-city-eureka-cream,Ale,5.8,70.8,24,473,11352,160.34,658,9.3
Benediktiner Weissbier,The Beer Store,http://www.thebeerstore.ca/beers/benediktiner-weissbier,Ale,5.4,184.65,1,30000,30000,162.47,1620,8.77
Big Mouth Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/big-mouth-pale-ale,Ale,5.0,2.95,1,473,473,160.34,23,8.02
Big Mouth Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/big-mouth-pale-ale,Ale,5.0,33.5,12,473,5676,169.43,283,8.47
Big Mouth Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/big-mouth-pale-ale,Ale,5.0,63.95,24,473,11352,177.51,567,8.88
Big Rig Alpha Bomb IPA ,The Beer Store,http://www.thebeerstore.ca/beers/big-rig-alpha-bomb-ipa,Ale,6.6,2.95,1,473,473,160.34,31,10.58
Big Rig Alpha Bomb IPA ,The Beer Store,http://www.thebeerstore.ca/beers/big-rig-alpha-bomb-ipa,Ale,6.6,64.9,24,473,11352,174.92,749,11.54
Big Rig Canadian Amber,The Beer Store,http://www.thebeerstore.ca/beers/big-rig-canadian-amber,Ale,5.2,2.65,1,473,473,178.49,24,9.28
Big Rig Canadian Amber,The Beer Store,http://www.thebeerstore.ca/beers/big-rig-canadian-amber,Ale,5.2,62.7,24,473,11352,181.05,590,9.41
Big Rig Gold,The Beer Store,http://www.thebeerstore.ca/beers/big-rig-gold,Ale,5.0,2.85,1,473,473,165.96,23,8.3
Big Rig Gold,The Beer Store,http://www.thebeerstore.ca/beers/big-rig-gold,Ale,5.0,62.7,24,473,11352,181.05,567,9.05
Big Rig Release Hounds,The Beer Store,http://www.thebeerstore.ca/beers/release-hounds-black-ipa,Ale,6.2,2.95,1,473,473,160.34,29,9.94
Big Rig Release Hounds,The Beer Store,http://www.thebeerstore.ca/beers/release-hounds-black-ipa,Ale,6.2,64.9,24,473,11352,174.92,703,10.84
Big Rock Citradelic,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-citradelic,Ale,6.0,2.9,1,473,473,163.1,28,9.79
Big Rock Citradelic,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-citradelic,Ale,6.0,63.5,24,473,11352,178.77,681,10.73
Big Rock Citradelic,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-citradelic,Ale,6.0,14.0,6,330,1980,141.43,118,8.49
Big Rock Citradelic,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-citradelic,Ale,6.0,45.2,24,330,7920,175.22,475,10.51
Big Rock Grasshopper,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-grasshopper-wheat,Ale,5.0,2.9,1,473,473,163.1,23,8.16
Big Rock Grasshopper,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-grasshopper-wheat,Ale,5.0,63.5,24,473,11352,178.77,567,8.94
Big Rock Grasshopper,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-grasshopper-wheat,Ale,5.0,14.0,6,330,1980,141.43,99,7.07
Big Rock Grasshopper,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-grasshopper-wheat,Ale,5.0,45.2,24,330,7920,175.22,396,8.76
Big Rock Grasshopper,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-grasshopper-wheat,Ale,5.0,143.15,1,30000,30000,209.57,1500,10.48
Big Rock Grasshopper,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-grasshopper-wheat,Ale,5.0,274.25,1,58600,58600,213.67,2930,10.68
Big Rock Rhineston Cowboy,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-rhine-stone-cowboy,Ale,4.6,14.0,6,330,1980,141.43,91,6.51
Big Rock Rhineston Cowboy,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-rhine-stone-cowboy,Ale,4.6,45.2,24,330,7920,175.22,364,8.06
Big Rock Rhineston Cowboy,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-rhine-stone-cowboy,Ale,4.6,143.15,1,30000,30000,209.57,1380,9.64
Big Rock Traditional,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-traditional-ale,Ale,5.0,14.0,6,330,1980,141.43,99,7.07
Big Rock Traditional,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-traditional-ale,Ale,5.0,45.2,24,330,7920,175.22,396,8.76
Big Rock Traditional,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-traditional-ale,Ale,5.0,143.15,1,30000,30000,209.57,1500,10.48
Big Rock Traditional,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-traditional-ale,Ale,5.0,274.25,1,58600,58600,213.67,2930,10.68
Big Rock Warthog Ale,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-warthog-ale,Ale,4.5,14.0,6,330,1980,141.43,89,6.36
Big Rock Warthog Ale,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-warthog-ale,Ale,4.5,45.2,24,330,7920,175.22,356,7.88
Big Rock Warthog Ale,The Beer Store,http://www.thebeerstore.ca/beers/big-rock-warthog-ale,Ale,4.5,143.15,1,30000,30000,209.57,1350,9.43
Black Oak Nut Brown Ale,The Beer Store,http://www.thebeerstore.ca/beers/black-oak-nut-brown-ale,Ale,5.0,13.1,6,341,2046,156.18,102,7.81
Black Oak Nut Brown Ale,The Beer Store,http://www.thebeerstore.ca/beers/black-oak-nut-brown-ale,Ale,5.0,25.45,12,341,4092,160.79,204,8.04
Black Oak Nut Brown Ale,The Beer Store,http://www.thebeerstore.ca/beers/black-oak-nut-brown-ale,Ale,5.0,46.75,24,341,8184,175.06,409,8.75
Black Oak Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/black-oak-pale-ale,Ale,5.0,13.1,6,341,2046,156.18,102,7.81
Black Oak Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/black-oak-pale-ale,Ale,5.0,25.45,12,341,4092,160.79,204,8.04
Black Oak Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/black-oak-pale-ale,Ale,5.0,46.75,24,341,8184,175.06,409,8.75
Bobcaygeon Common Loon,The Beer Store,http://www.thebeerstore.ca/beers/bobcaygeon-common-loon,Ale,4.6,2.95,1,473,473,160.34,21,7.38
Bobcaygeon Common Loon,The Beer Store,http://www.thebeerstore.ca/beers/bobcaygeon-common-loon,Ale,4.6,70.8,24,473,11352,160.34,522,7.38
Bobcaygeon Dockside Ale,The Beer Store,http://www.thebeerstore.ca/beers/bobcaygeon-dockside-ale,Ale,5.0,2.95,1,473,473,160.34,23,8.02
Bobcaygeon Dockside Ale,The Beer Store,http://www.thebeerstore.ca/beers/bobcaygeon-dockside-ale,Ale,5.0,70.8,24,473,11352,160.34,567,8.02
Bobcaygeon Sunset Ale,The Beer Store,http://www.thebeerstore.ca/beers/bobcaygeon-sunset-ale,Ale,4.1,2.95,1,473,473,160.34,19,6.57
Bobcaygeon Sunset Ale,The Beer Store,http://www.thebeerstore.ca/beers/bobcaygeon-sunset-ale,Ale,4.1,70.8,24,473,11352,160.34,465,6.57
Bodacious Blueberry Blond,The Beer Store,http://www.thebeerstore.ca/beers/bodacious-blueberry-blond,Ale,5.0,3.05,1,473,473,155.08,23,7.75
Bodacious Blueberry Blond,The Beer Store,http://www.thebeerstore.ca/beers/bodacious-blueberry-blond,Ale,5.0,73.2,24,473,11352,155.08,567,7.75
Boddingtons Pub Ale,The Beer Store,http://www.thebeerstore.ca/beers/boddingtons-pub-ale,Ale,4.8,11.7,4,440,1760,150.43,84,7.22
Boddingtons Pub Ale,The Beer Store,http://www.thebeerstore.ca/beers/boddingtons-pub-ale,Ale,4.8,69.75,24,440,10560,151.4,506,7.27
Boddingtons Pub Ale,The Beer Store,http://www.thebeerstore.ca/beers/boddingtons-pub-ale,Ale,4.8,325.8,1,50000,50000,153.47,2400,7.37
Boshkung 35&118 Cream,The Beer Store,http://www.thebeerstore.ca/beers/boshkung-35118-cream,Ale,5.0,2.95,1,473,473,160.34,23,8.02
Boshkung 35&118 Cream,The Beer Store,http://www.thebeerstore.ca/beers/boshkung-35118-cream,Ale,5.0,70.8,24,473,11352,160.34,567,8.02
Boshkung North Country,The Beer Store,http://www.thebeerstore.ca/beers/boshkung-north-country,Ale,5.0,2.95,1,473,473,160.34,23,8.02
Boshkung North Country,The Beer Store,http://www.thebeerstore.ca/beers/boshkung-north-country,Ale,5.0,70.8,24,473,11352,160.34,567,8.02
Bridal Veil Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/bridal-veil-pale-ale,Ale,5.0,3.05,1,473,473,155.08,23,7.75
Bridal Veil Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/bridal-veil-pale-ale,Ale,5.0,73.2,24,473,11352,155.08,567,7.75
Brock Street Blonde,The Beer Store,http://www.thebeerstore.ca/beers/brock-street-blonde,Ale,4.3,2.95,1,473,473,160.34,20,6.89
Brock Street Blonde,The Beer Store,http://www.thebeerstore.ca/beers/brock-street-blonde,Ale,4.3,15.95,6,473,2838,177.93,122,7.65
Brock Street Blonde,The Beer Store,http://www.thebeerstore.ca/beers/brock-street-blonde,Ale,4.3,30.95,12,473,5676,183.39,244,7.89
Brock Street Blonde,The Beer Store,http://www.thebeerstore.ca/beers/brock-street-blonde,Ale,4.3,70.8,24,473,11352,160.34,488,6.89
Brock Street Irish Red,The Beer Store,http://www.thebeerstore.ca/beers/brock-street-irish-red,Ale,5.5,3.1,1,473,473,152.58,26,8.39
Brock Street Irish Red,The Beer Store,http://www.thebeerstore.ca/beers/brock-street-irish-red,Ale,5.5,73.2,24,473,11352,155.08,624,8.53
Brouhaha Nut Brown,The Beer Store,http://www.thebeerstore.ca/beers/brouhaha-nut-brown,Ale,5.7,5.95,1,650,650,109.24,37,6.23
Brouhaha Nut Brown,The Beer Store,http://www.thebeerstore.ca/beers/brouhaha-nut-brown,Ale,5.7,69.0,12,650,7800,113.04,444,6.44
Caffreys,The Beer Store,http://www.thebeerstore.ca/beers/caffreys,Ale,3.8,141.45,1,30000,30000,212.09,1140,8.06
Camerons Ambear Red Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-auburn-ale,Ale,5.0,3.05,1,473,473,155.08,23,7.75
Camerons Ambear Red Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-auburn-ale,Ale,5.0,11.95,4,473,1892,158.33,94,7.92
Camerons Ambear Red Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-auburn-ale,Ale,5.0,16.95,6,473,2838,167.43,141,8.37
Camerons Ambear Red Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-auburn-ale,Ale,5.0,64.95,24,473,11352,174.78,567,8.74
Camerons Ambear Red Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-auburn-ale,Ale,5.0,152.55,1,30000,30000,196.66,1500,9.83
Camerons Ambear Red Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-auburn-ale,Ale,5.0,276.85,1,58600,58600,211.67,2930,10.58
Camerons Cosmic Cream Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-cream-ale,Ale,5.0,3.05,1,473,473,155.08,23,7.75
Camerons Cosmic Cream Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-cream-ale,Ale,5.0,11.95,4,473,1892,158.33,94,7.92
Camerons Cosmic Cream Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-cream-ale,Ale,5.0,16.95,6,473,2838,167.43,141,8.37
Camerons Cosmic Cream Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-cream-ale,Ale,5.0,64.95,24,473,11352,174.78,567,8.74
Camerons Cosmic Cream Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-cream-ale,Ale,5.0,152.55,1,30000,30000,196.66,1500,9.83
Camerons Cosmic Cream Ale,The Beer Store,http://www.thebeerstore.ca/beers/camerons-cream-ale,Ale,5.0,276.85,1,58600,58600,211.67,2930,10.58
Canada 150 Anniversary,The Beer Store,http://www.thebeerstore.ca/beers/canada-150-anniversary,Ale,5.1,3.15,1,473,473,150.16,24,7.66
Canada 150 Anniversary,The Beer Store,http://www.thebeerstore.ca/beers/canada-150-anniversary,Ale,5.1,16.75,6,473,2838,169.43,144,8.64
Canada 150 Anniversary,The Beer Store,http://www.thebeerstore.ca/beers/canada-150-anniversary,Ale,5.1,65.95,24,473,11352,172.13,578,8.78
Centurion Ale,The Beer Store,http://www.thebeerstore.ca/beers/centurion-ale,Ale,6.0,13.5,6,341,2046,151.56,122,9.09
Centurion Ale,The Beer Store,http://www.thebeerstore.ca/beers/centurion-ale,Ale,6.0,54.0,24,341,8184,151.56,491,9.09
Ceres Strong Ale,The Beer Store,http://www.thebeerstore.ca/beers/ceres-strong-ale,Ale,7.7,180.95,1,25000,25000,138.16,1925,10.64
Charles Henri Amber,The Beer Store,http://www.thebeerstore.ca/beers/charles-henri-amber,Ale,6.2,3.95,1,500,500,126.58,31,7.85
Charles Henri Amber,The Beer Store,http://www.thebeerstore.ca/beers/charles-henri-amber,Ale,6.2,41.95,12,500,6000,143.03,372,8.87
Charles Henri Belgian,The Beer Store,http://www.thebeerstore.ca/beers/charles-henri-belgian,Ale,5.1,3.95,1,500,500,126.58,25,6.46
Charles Henri Belgian,The Beer Store,http://www.thebeerstore.ca/beers/charles-henri-belgian,Ale,5.1,41.95,12,500,6000,143.03,306,7.29
Cheval Blanc,The Beer Store,http://www.thebeerstore.ca/beers/cheval-blanc,Ale,5.0,14.05,6,341,2046,145.62,102,7.28
Cheval Blanc,The Beer Store,http://www.thebeerstore.ca/beers/cheval-blanc,Ale,5.0,25.95,12,341,4092,157.69,204,7.88
Cheval Blanc,The Beer Store,http://www.thebeerstore.ca/beers/cheval-blanc,Ale,5.0,49.5,24,341,8184,165.33,409,8.27
Clocktower Kolsch,The Beer Store,http://www.thebeerstore.ca/beers/clocktower-kolsch,Ale,4.4,2.85,1,473,473,165.96,20,7.3
Clocktower Kolsch,The Beer Store,http://www.thebeerstore.ca/beers/clocktower-kolsch,Ale,4.4,66.0,24,473,11352,172.0,499,7.57
Collective Arts Ransack,The Beer Store,http://www.thebeerstore.ca/beers/ransack-universe-ipa,Ale,6.8,14.75,6,355,2130,144.41,144,9.82
Collective Arts Ransack,The Beer Store,http://www.thebeerstore.ca/beers/ransack-universe-ipa,Ale,6.8,28.95,12,355,4260,147.15,289,10.01
Collective Arts Ransack,The Beer Store,http://www.thebeerstore.ca/beers/ransack-universe-ipa,Ale,6.8,54.95,24,355,8520,155.05,579,10.54
Collective Arts Rhyme,The Beer Store,http://www.thebeerstore.ca/beers/rhyme-reason-extra-pale-ale,Ale,5.7,14.45,6,355,2130,147.4,121,8.4
Collective Arts Rhyme,The Beer Store,http://www.thebeerstore.ca/beers/rhyme-reason-extra-pale-ale,Ale,5.7,27.95,12,355,4260,152.42,242,8.69
Collective Arts Rhyme,The Beer Store,http://www.thebeerstore.ca/beers/rhyme-reason-extra-pale-ale,Ale,5.7,53.95,24,355,8520,157.92,485,9.0
Collective Arts Saint,The Beer Store,http://www.thebeerstore.ca/beers/saint-circumstance-blonde,Ale,4.7,14.25,6,355,2130,149.47,100,7.03
Collective Arts Saint,The Beer Store,http://www.thebeerstore.ca/beers/saint-circumstance-blonde,Ale,4.7,27.95,12,355,4260,152.42,200,7.16
Collective Arts Saint,The Beer Store,http://www.thebeerstore.ca/beers/saint-circumstance-blonde,Ale,4.7,52.95,24,355,8520,160.91,400,7.56
Collective Arts State,The Beer Store,http://www.thebeerstore.ca/beers/state-mind-session-ipa,Ale,4.4,14.45,6,355,2130,147.4,93,6.49
Collective Arts State,The Beer Store,http://www.thebeerstore.ca/beers/state-mind-session-ipa,Ale,4.4,27.95,12,355,4260,152.42,187,6.71
Collective Arts State,The Beer Store,http://www.thebeerstore.ca/beers/state-mind-session-ipa,Ale,4.4,53.95,24,355,8520,157.92,374,6.95
County Durham Signature,The Beer Store,http://www.thebeerstore.ca/beers/county-durham-signature,Ale,5.0,3.75,1,500,500,133.33,25,6.67
County Durham Signature,The Beer Store,http://www.thebeerstore.ca/beers/county-durham-signature,Ale,5.0,39.0,12,500,6000,153.85,300,7.69
Cowbell Absent Landlord,The Beer Store,http://www.thebeerstore.ca/beers/cowbell-absent-landlord,Ale,5.3,2.95,1,473,473,160.34,25,8.5
Cowbell Absent Landlord,The Beer Store,http://www.thebeerstore.ca/beers/cowbell-absent-landlord,Ale,5.3,16.95,6,473,2838,167.43,150,8.87
Cowbell Absent Landlord,The Beer Store,http://www.thebeerstore.ca/beers/cowbell-absent-landlord,Ale,5.3,32.95,12,473,5676,172.26,300,9.13
Cowbell Absent Landlord,The Beer Store,http://www.thebeerstore.ca/beers/cowbell-absent-landlord,Ale,5.3,62.95,24,473,11352,180.33,601,9.56
Cruiser All Day Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/cruiser-all-day-pale-ale,Ale,4.9,3.15,1,473,473,150.16,23,7.36
Cruiser All Day Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/cruiser-all-day-pale-ale,Ale,4.9,23.95,8,473,3784,158.0,185,7.74
Cruiser All Day Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/cruiser-all-day-pale-ale,Ale,4.9,64.95,24,473,11352,174.78,556,8.56
Cruiser All Day Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/cruiser-all-day-pale-ale,Ale,4.9,14.15,6,355,2130,150.53,104,7.38
Cruiser All Day Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/cruiser-all-day-pale-ale,Ale,4.9,27.95,12,355,4260,152.42,208,7.47
Cruiser All Day Pale Ale,The Beer Store,http://www.thebeerstore.ca/beers/cruiser-all-day-pale-ale,Ale,4.9,51.95,24,355,8520,164.0,417,8.04
De Koninck,The Beer Store,http://www.thebeerstore.ca/beers/de-koninck,Ale,5.0,229.05,1,30000,30000,130.98,1500,6.55
Dead Elephant IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dead-elephant-ale,Ale,6.5,3.15,1,473,473,150.16,30,9.76
Dead Elephant IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dead-elephant-ale,Ale,6.5,11.5,4,473,1892,164.52,122,10.69
Dead Elephant IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dead-elephant-ale,Ale,6.5,22.5,8,473,3784,168.18,245,10.93
Dead Elephant IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dead-elephant-ale,Ale,6.5,43.45,16,473,7568,174.18,491,11.32
Dead Elephant IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dead-elephant-ale,Ale,6.5,64.0,24,473,11352,177.38,737,11.53
Delirium Tremens,The Beer Store,http://www.thebeerstore.ca/beers/delirium-tremens,Ale,8.5,4.0,1,330,330,82.5,28,7.01
Delirium Tremens,The Beer Store,http://www.thebeerstore.ca/beers/delirium-tremens,Ale,8.5,89.95,24,330,7920,88.05,673,7.48
Delirium Tremens,The Beer Store,http://www.thebeerstore.ca/beers/delirium-tremens,Ale,8.5,255.0,1,30000,30000,117.65,2550,10.0
Dinner Jacket O Red IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dinner-jacket-o-red-ipa,Ale,6.3,3.1,1,473,473,152.58,29,9.61
Dinner Jacket O Red IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dinner-jacket-o-red-ipa,Ale,6.3,11.5,4,473,1892,164.52,119,10.36
Dinner Jacket O Red IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dinner-jacket-o-red-ipa,Ale,6.3,64.95,24,473,11352,174.78,715,11.01
Dominion Town & Country,The Beer Store,http://www.thebeerstore.ca/beers/dominion-town-country,Ale,5.5,3.05,1,473,473,155.08,26,8.53
Dominion Town & Country,The Beer Store,http://www.thebeerstore.ca/beers/dominion-town-country,Ale,5.5,12.2,4,473,1892,155.08,104,8.53
Dominion Town & Country,The Beer Store,http://www.thebeerstore.ca/beers/dominion-town-country,Ale,5.5,73.2,24,473,11352,155.08,624,8.53
Dominion Two Flags IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dominion-two-flags-ipa,Ale,7.0,3.4,1,473,473,139.12,33,9.74
Dominion Two Flags IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dominion-two-flags-ipa,Ale,7.0,13.6,4,473,1892,139.12,132,9.74
Dominion Two Flags IPA ,The Beer Store,http://www.thebeerstore.ca/beers/dominion-two-flags-ipa,Ale,7.0,81.6,24,473,11352,139.12,794,9.74
Duchesse De Bourgogne,The Beer Store,http://www.thebeerstore.ca/beers/duchesse-de-bourgogne,Ale,6.2,210.55,1,20000,20000,94.99,1240,5.89
